mukey,muname,compname,comppct_r,drainagecl,hzdept_r,hzdepb_r,om_r,ph1to1h2o_r,awc_r,claytotal_r,sandtotal_r,silttotal_r,dbthirdbar_r,cec7_r,field_id
1692095,Water,Water,100,,,,,,,,,,,,FIELD_0011
2559462,"Crete silt loam, 0 to 1 percent slopes",Crete,90,Moderately well drained,0.0,16.0,3.0,5.7,0.22,24.0,7.0,69.0,1.37,20.0,FIELD_0011
2605839,"Massie silty clay loam, frequently ponded",Massie,90,Very poorly drained,0.0,4.0,85.0,5.6,0.3,30.0,6.0,64.0,0.5,115.0,FIELD_0011
2605839,"Massie silty clay loam, frequently ponded",Massie,90,Very poorly drained,4.0,20.0,6.0,5.8,0.23,30.0,6.0,64.0,1.2,24.9,FIELD_0011
2559462,"Crete silt loam, 0 to 1 percent slopes",Crete,90,Moderately well drained,16.0,38.0,2.5,6.1,0.19,36.0,5.0,59.0,1.38,27.0,FIELD_0011
2605839,"Massie silty clay loam, frequently ponded",Massie,90,Very poorly drained,20.0,27.0,1.5,6.0,0.22,17.0,10.0,73.0,1.45,14.6,FIELD_0011
2605839,"Massie silty clay loam, frequently ponded",Massie,90,Very poorly drained,27.0,136.0,1.0,6.8,0.14,42.0,5.0,53.0,1.45,31.4,FIELD_0011
2605852,"Scott silt loam, frequently ponded",Scott,85,Poorly drained,0.0,12.0,6.0,5.6,0.24,25.0,6.0,69.0,1.1,21.3,FIELD_0011
2605888,"Butler silt loam, 0 to 1 percent slopes",Butler,85,Somewhat poorly drained,0.0,22.0,3.0,6.2,0.24,22.0,6.0,72.0,1.35,18.6,FIELD_0011
2605903,"Fillmore silt loam, frequently ponded",Fillmore,85,Somewhat poorly drained,0.0,23.0,3.5,5.5,0.24,23.0,8.0,69.0,1.2,19.5,FIELD_0011
2605852,"Scott silt loam, frequently ponded",Scott,85,Poorly drained,12.0,19.0,2.5,5.8,0.22,17.0,10.0,73.0,1.35,14.8,FIELD_0011
2605852,"Scott silt loam, frequently ponded",Scott,85,Poorly drained,19.0,96.0,1.0,6.8,0.14,42.0,5.0,53.0,1.45,31.4,FIELD_0011
2605888,"Butler silt loam, 0 to 1 percent slopes",Butler,85,Somewhat poorly drained,22.0,32.0,1.5,6.5,0.21,21.0,7.0,72.0,1.35,17.5,FIELD_0011
2605903,"Fillmore silt loam, frequently ponded",Fillmore,85,Somewhat poorly drained,23.0,35.0,1.0,5.8,0.22,16.0,9.0,75.0,1.45,13.7,FIELD_0011
2605888,"Butler silt loam, 0 to 1 percent slopes",Fillmore,8,Somewhat poorly drained,0.0,23.0,3.5,5.5,0.24,23.0,8.0,69.0,1.2,19.5,FIELD_0011
2605903,"Fillmore silt loam, frequently ponded",Butler,8,Somewhat poorly drained,0.0,22.0,3.0,6.2,0.24,22.0,6.0,72.0,1.35,18.6,FIELD_0011
2605903,"Fillmore silt loam, frequently ponded",Butler,8,Somewhat poorly drained,22.0,32.0,1.5,6.5,0.21,21.0,7.0,72.0,1.35,17.5,FIELD_0011
2605888,"Butler silt loam, 0 to 1 percent slopes",Fillmore,8,Somewhat poorly drained,23.0,35.0,1.0,5.8,0.22,16.0,9.0,75.0,1.45,13.7,FIELD_0011
2605839,"Massie silty clay loam, frequently ponded",Scott,7,Poorly drained,0.0,12.0,6.0,5.6,0.24,25.0,6.0,69.0,1.1,21.3,FIELD_0011
2605852,"Scott silt loam, frequently ponded",Fillmore,7,Somewhat poorly drained,0.0,23.0,3.5,5.5,0.24,23.0,8.0,69.0,1.2,19.5,FIELD_0011
2605839,"Massie silty clay loam, frequently ponded",Scott,7,Poorly drained,12.0,19.0,2.5,5.8,0.22,17.0,10.0,73.0,1.35,14.8,FIELD_0011
2605839,"Massie silty clay loam, frequently ponded",Scott,7,Poorly drained,19.0,96.0,1.0,6.8,0.14,42.0,5.0,53.0,1.45,31.4,FIELD_0011
2605852,"Scott silt loam, frequently ponded",Fillmore,7,Somewhat poorly drained,23.0,35.0,1.0,5.8,0.22,16.0,9.0,75.0,1.45,13.7,FIELD_0011
2605888,"Butler silt loam, 0 to 1 percent slopes",Crete,6,Moderately well drained,0.0,22.0,3.0,5.7,0.25,26.0,7.0,67.0,1.39,21.5,FIELD_0011
2605888,"Butler silt loam, 0 to 1 percent slopes",Crete,6,Moderately well drained,22.0,36.0,2.0,6.2,0.2,36.0,5.0,59.0,1.39,28.1,FIELD_0011
2605852,"Scott silt loam, frequently ponded",Butler,5,Somewhat poorly drained,0.0,22.0,3.0,6.2,0.24,22.0,6.0,72.0,1.35,18.6,FIELD_0011
2605903,"Fillmore silt loam, frequently ponded",Scott,5,Poorly drained,0.0,12.0,6.0,5.6,0.24,25.0,6.0,69.0,1.1,21.3,FIELD_0011
2605903,"Fillmore silt loam, frequently ponded",Scott,5,Poorly drained,12.0,19.0,2.5,5.8,0.22,17.0,10.0,73.0,1.35,14.8,FIELD_0011
2605903,"Fillmore silt loam, frequently ponded",Scott,5,Poorly drained,19.0,96.0,1.0,6.8,0.14,42.0,5.0,53.0,1.45,31.4,FIELD_0011
2605852,"Scott silt loam, frequently ponded",Butler,5,Somewhat poorly drained,22.0,32.0,1.5,6.5,0.21,21.0,7.0,72.0,1.35,17.5,FIELD_0011
2559462,"Crete silt loam, 0 to 1 percent slopes",Hastings,4,Well drained,0.0,16.0,3.0,5.8,0.22,24.0,13.0,63.0,1.4,19.0,FIELD_0011
2559462,"Crete silt loam, 0 to 1 percent slopes",Hastings,4,Well drained,16.0,25.0,2.5,5.9,0.22,31.0,10.0,59.0,1.36,23.0,FIELD_0011
2559462,"Crete silt loam, 0 to 1 percent slopes",Hastings,4,Well drained,25.0,36.0,1.5,6.3,0.17,36.0,8.0,56.0,1.36,25.0,FIELD_0011
2559462,"Crete silt loam, 0 to 1 percent slopes",Butler,3,Somewhat poorly drained,0.0,22.0,3.0,6.2,0.22,22.0,6.0,72.0,1.37,18.0,FIELD_0011
2605839,"Massie silty clay loam, frequently ponded",Fillmore,3,Somewhat poorly drained,0.0,23.0,3.5,5.5,0.24,23.0,8.0,69.0,1.2,19.5,FIELD_0011
2605852,"Scott silt loam, frequently ponded",Massie,3,Very poorly drained,0.0,4.0,85.0,5.6,0.3,30.0,6.0,64.0,0.5,115.0,FIELD_0011
2605852,"Scott silt loam, frequently ponded",Massie,3,Very poorly drained,4.0,20.0,6.0,5.8,0.23,30.0,6.0,64.0,1.2,24.9,FIELD_0011
2605852,"Scott silt loam, frequently ponded",Massie,3,Very poorly drained,20.0,27.0,1.5,6.0,0.22,17.0,10.0,73.0,1.45,14.6,FIELD_0011
2559462,"Crete silt loam, 0 to 1 percent slopes",Butler,3,Somewhat poorly drained,22.0,32.0,1.5,6.5,0.22,21.0,7.0,72.0,1.42,12.0,FIELD_0011
2605839,"Massie silty clay loam, frequently ponded",Fillmore,3,Somewhat poorly drained,23.0,35.0,1.0,5.8,0.22,16.0,9.0,75.0,1.45,13.7,FIELD_0011
2605852,"Scott silt loam, frequently ponded",Massie,3,Very poorly drained,27.0,136.0,1.0,6.8,0.14,42.0,5.0,53.0,1.45,31.4,FIELD_0011
2559462,"Crete silt loam, 0 to 1 percent slopes",Fillmore,2,Somewhat poorly drained,0.0,23.0,3.5,5.6,0.22,23.0,8.0,69.0,1.2,20.0,FIELD_0011
2605903,"Fillmore silt loam, frequently ponded",Crete,2,Moderately well drained,0.0,22.0,3.0,5.7,0.25,26.0,7.0,67.0,1.39,21.5,FIELD_0011
2605903,"Fillmore silt loam, frequently ponded",Crete,2,Moderately well drained,22.0,36.0,2.0,6.2,0.2,36.0,5.0,59.0,1.39,28.1,FIELD_0011
2559462,"Crete silt loam, 0 to 1 percent slopes",Fillmore,2,Somewhat poorly drained,23.0,35.0,1.0,5.8,0.22,16.0,9.0,75.0,1.45,10.0,FIELD_0011
2559462,"Crete silt loam, 0 to 1 percent slopes",Olbut,1,Somewhat poorly drained,0.0,18.0,3.0,6.5,0.21,22.0,8.0,70.0,1.35,18.6,FIELD_0011
2605888,"Butler silt loam, 0 to 1 percent slopes",Olbut,1,Somewhat poorly drained,0.0,18.0,3.0,6.5,0.21,22.0,8.0,70.0,1.4,18.6,FIELD_0011
2559462,"Crete silt loam, 0 to 1 percent slopes",Olbut,1,Somewhat poorly drained,18.0,48.0,1.5,7.2,0.13,50.0,4.0,46.0,1.35,37.0,FIELD_0011
2605888,"Butler silt loam, 0 to 1 percent slopes",Olbut,1,Somewhat poorly drained,18.0,48.0,1.5,7.2,0.11,50.0,4.0,46.0,1.35,37.0,FIELD_0011
1691403,"Wymore silty clay loam, 1 to 3 percent slopes",Wymore,90,Moderately well drained,0.0,15.0,3.0,6.0,0.22,35.0,4.0,61.0,1.3,27.8,FIELD_0012
1691406,"Otoe silty clay, 6 to 11 percent slopes, eroded",Otoe,90,Moderately well drained,0.0,15.0,3.0,5.9,0.19,42.0,5.0,53.0,1.38,29.9,FIELD_0012
1691403,"Wymore silty clay loam, 1 to 3 percent slopes",Wymore,90,Moderately well drained,15.0,28.0,2.5,6.0,0.19,38.0,3.0,59.0,1.35,29.7,FIELD_0012
1691406,"Otoe silty clay, 6 to 11 percent slopes, eroded",Otoe,90,Moderately well drained,15.0,45.0,1.4,6.6,0.13,45.0,2.0,53.0,1.37,33.7,FIELD_0012
1691403,"Wymore silty clay loam, 1 to 3 percent slopes",Wymore,90,Moderately well drained,28.0,45.0,1.0,6.4,0.14,46.0,2.0,52.0,1.4,33.9,FIELD_0012
1691377,"Pawnee clay loam, 6 to 11 percent slopes, eroded",Pawnee,85,Moderately well drained,0.0,15.0,2.0,5.6,0.18,35.0,23.0,42.0,1.4,27.4,FIELD_0012
1691390,"Steinauer loam, 11 to 30 percent slopes",Steinauer,85,Well drained,0.0,13.0,3.5,7.9,0.21,25.0,41.0,34.0,1.45,22.8,FIELD_0012
1691404,"Wymore silty clay loam, 3 to 6 percent slopes, eroded",Wymore,85,Moderately well drained,0.0,15.0,3.0,6.0,0.22,38.0,4.0,58.0,1.3,27.8,FIELD_0012
2505137,"Pawnee clay loam, 4 to 8 percent slopes, eroded",Pawnee,85,Moderately well drained,0.0,15.0,2.0,5.6,0.18,31.0,23.0,46.0,1.33,24.7,FIELD_0012
1691390,"Steinauer loam, 11 to 30 percent slopes",Steinauer,85,Well drained,13.0,38.0,0.5,8.2,0.18,28.0,35.0,37.0,1.4,21.2,FIELD_0012
1691377,"Pawnee clay loam, 6 to 11 percent slopes, eroded",Pawnee,85,Moderately well drained,15.0,22.0,2.0,5.6,0.18,35.0,23.0,42.0,1.4,27.4,FIELD_0012
1691404,"Wymore silty clay loam, 3 to 6 percent slopes, eroded",Wymore,85,Moderately well drained,15.0,27.0,0.75,6.4,0.14,46.0,2.0,52.0,1.4,33.6,FIELD_0012
2505137,"Pawnee clay loam, 4 to 8 percent slopes, eroded",Pawnee,85,Moderately well drained,15.0,22.0,2.0,5.6,0.18,33.0,23.0,44.0,1.35,26.1,FIELD_0012
1691377,"Pawnee clay loam, 6 to 11 percent slopes, eroded",Pawnee,85,Moderately well drained,22.0,29.0,1.0,6.9,0.12,44.0,23.0,33.0,1.45,32.7,FIELD_0012
2505137,"Pawnee clay loam, 4 to 8 percent slopes, eroded",Pawnee,85,Moderately well drained,22.0,31.0,1.0,6.9,0.12,44.0,23.0,33.0,1.45,32.7,FIELD_0012
1691404,"Wymore silty clay loam, 3 to 6 percent slopes, eroded",Wymore,85,Moderately well drained,27.0,102.0,0.5,6.9,0.17,39.0,2.0,59.0,1.4,28.8,FIELD_0012
1691377,"Pawnee clay loam, 6 to 11 percent slopes, eroded",Pawnee,85,Moderately well drained,29.0,85.0,0.5,7.8,0.12,40.0,26.0,34.0,1.55,29.4,FIELD_0012
1691406,"Otoe silty clay, 6 to 11 percent slopes, eroded",Pawnee,9,Moderately well drained,0.0,15.0,2.0,5.6,0.18,35.0,23.0,42.0,1.33,27.4,FIELD_0012
1691406,"Otoe silty clay, 6 to 11 percent slopes, eroded",Pawnee,9,Moderately well drained,15.0,25.0,2.0,5.6,0.18,35.0,23.0,42.0,1.33,27.4,FIELD_0012
1691406,"Otoe silty clay, 6 to 11 percent slopes, eroded",Pawnee,9,Moderately well drained,25.0,35.0,1.0,6.9,0.12,44.0,23.0,33.0,1.39,32.7,FIELD_0012
1691403,"Wymore silty clay loam, 1 to 3 percent slopes",Baileyville,7,Moderately well drained,0.0,15.0,2.5,6.5,0.13,40.0,2.0,58.0,1.37,31.0,FIELD_0012
1691403,"Wymore silty clay loam, 1 to 3 percent slopes",Baileyville,7,Moderately well drained,15.0,48.0,1.5,6.0,0.12,47.0,1.0,52.0,1.35,35.0,FIELD_0012
1691377,"Pawnee clay loam, 6 to 11 percent slopes, eroded",Burchard,5,Well drained,0.0,15.0,2.0,6.7,0.16,27.0,37.0,36.0,1.2,22.3,FIELD_0012
1691377,"Pawnee clay loam, 6 to 11 percent slopes, eroded",Steinauer,5,Well drained,0.0,15.0,3.5,7.9,0.21,28.0,41.0,31.0,1.4,22.8,FIELD_0012
1691377,"Pawnee clay loam, 6 to 11 percent slopes, eroded",Wymore,5,Moderately well drained,0.0,20.0,3.0,6.1,0.22,34.0,3.0,63.0,1.32,27.1,FIELD_0012
1691390,"Steinauer loam, 11 to 30 percent slopes",Dickinson,5,Somewhat excessively drained,0.0,15.0,2.0,5.8,0.17,14.0,66.0,20.0,1.53,13.0,FIELD_0012
1691390,"Steinauer loam, 11 to 30 percent slopes",Malcolm,5,Well drained,0.0,15.0,4.0,6.1,0.18,21.0,33.0,46.0,1.36,19.1,FIELD_0012
1691390,"Steinauer loam, 11 to 30 percent slopes",Shelby,5,Well drained,0.0,15.0,3.0,6.5,0.17,29.0,37.0,34.0,1.45,24.2,FIELD_0012
1691404,"Wymore silty clay loam, 3 to 6 percent slopes, eroded",Baileyville,5,Moderately well drained,0.0,15.0,2.5,6.5,0.13,40.0,2.0,58.0,1.37,31.0,FIELD_0012
1691404,"Wymore silty clay loam, 3 to 6 percent slopes, eroded",Pawnee,5,Moderately well drained,0.0,18.0,2.0,5.6,0.18,35.0,23.0,42.0,1.4,27.4,FIELD_0012
2505137,"Pawnee clay loam, 4 to 8 percent slopes, eroded",Morrill,5,Well drained,0.0,15.0,2.0,5.8,0.14,27.0,33.0,40.0,1.39,22.3,FIELD_0012
1691377,"Pawnee clay loam, 6 to 11 percent slopes, eroded",Burchard,5,Well drained,15.0,24.0,2.0,6.7,0.11,27.0,37.0,36.0,1.3,22.3,FIELD_0012
1691377,"Pawnee clay loam, 6 to 11 percent slopes, eroded",Steinauer,5,Well drained,15.0,38.0,0.5,8.2,0.18,28.0,35.0,37.0,1.4,21.2,FIELD_0012
1691390,"Steinauer loam, 11 to 30 percent slopes",Dickinson,5,Somewhat excessively drained,15.0,30.0,2.0,5.8,0.17,14.0,66.0,20.0,1.53,13.0,FIELD_0012
1691390,"Steinauer loam, 11 to 30 percent slopes",Malcolm,5,Well drained,15.0,30.0,3.0,6.1,0.18,22.0,32.0,46.0,1.36,18.9,FIELD_0012
1691390,"Steinauer loam, 11 to 30 percent slopes",Shelby,5,Well drained,15.0,25.0,2.5,6.5,0.15,30.0,37.0,33.0,1.45,24.8,FIELD_0012
1691404,"Wymore silty clay loam, 3 to 6 percent slopes, eroded",Baileyville,5,Moderately well drained,15.0,48.0,1.5,6.0,0.12,47.0,1.0,52.0,1.35,35.0,FIELD_0012
2505137,"Pawnee clay loam, 4 to 8 percent slopes, eroded",Morrill,5,Well drained,15.0,36.0,2.0,5.8,0.15,28.0,32.0,40.0,1.36,23.1,FIELD_0012
1691404,"Wymore silty clay loam, 3 to 6 percent slopes, eroded",Pawnee,5,Moderately well drained,18.0,25.0,2.0,5.6,0.18,35.0,23.0,42.0,1.4,27.4,FIELD_0012
1691377,"Pawnee clay loam, 6 to 11 percent slopes, eroded",Wymore,5,Moderately well drained,20.0,28.0,2.0,6.6,0.21,38.0,3.0,59.0,1.32,29.5,FIELD_0012
1691377,"Pawnee clay loam, 6 to 11 percent slopes, eroded",Burchard,5,Well drained,24.0,32.0,1.0,6.8,0.13,30.0,32.0,38.0,1.3,23.9,FIELD_0012
1691390,"Steinauer loam, 11 to 30 percent slopes",Shelby,5,Well drained,25.0,40.0,0.8,6.5,0.14,33.0,36.0,31.0,1.5,25.8,FIELD_0012
1691404,"Wymore silty clay loam, 3 to 6 percent slopes, eroded",Pawnee,5,Moderately well drained,25.0,54.0,0.75,6.9,0.12,44.0,23.0,33.0,1.45,32.4,FIELD_0012
1691377,"Pawnee clay loam, 6 to 11 percent slopes, eroded",Wymore,5,Moderately well drained,28.0,39.0,1.5,6.6,0.12,48.0,3.0,49.0,1.28,35.7,FIELD_0012
1691404,"Wymore silty clay loam, 3 to 6 percent slopes, eroded",Irwin,4,Moderately well drained,0.0,28.0,3.0,6.5,0.21,33.0,8.0,59.0,1.3,27.2,FIELD_0012
2505137,"Pawnee clay loam, 4 to 8 percent slopes, eroded",Shelby,4,Well drained,0.0,15.0,3.0,6.5,0.17,29.0,37.0,34.0,1.45,24.2,FIELD_0012
2505137,"Pawnee clay loam, 4 to 8 percent slopes, eroded",Shelby,4,Well drained,15.0,22.0,2.5,6.5,0.16,30.0,37.0,33.0,1.45,24.8,FIELD_0012
2505137,"Pawnee clay loam, 4 to 8 percent slopes, eroded",Shelby,4,Well drained,22.0,30.0,0.8,6.5,0.14,33.0,36.0,31.0,1.5,25.8,FIELD_0012
1691404,"Wymore silty clay loam, 3 to 6 percent slopes, eroded",Irwin,4,Moderately well drained,28.0,76.0,1.0,7.2,0.15,45.0,5.0,50.0,1.35,34.5,FIELD_0012
2505137,"Pawnee clay loam, 4 to 8 percent slopes, eroded",Grundy,3,Somewhat poorly drained,0.0,15.0,3.0,6.1,0.15,32.0,3.0,65.0,1.32,25.7,FIELD_0012
2505137,"Pawnee clay loam, 4 to 8 percent slopes, eroded",Grundy,3,Somewhat poorly drained,15.0,29.0,2.0,6.5,0.13,38.0,2.0,60.0,1.32,29.5,FIELD_0012
2505137,"Pawnee clay loam, 4 to 8 percent slopes, eroded",Grundy,3,Somewhat poorly drained,29.0,43.0,0.7,6.5,0.11,42.0,2.0,56.0,1.35,31.0,FIELD_0012
1691403,"Wymore silty clay loam, 1 to 3 percent slopes",Pawnee,2,Moderately well drained,0.0,18.0,2.0,5.6,0.18,35.0,23.0,42.0,1.4,27.4,FIELD_0012
2505137,"Pawnee clay loam, 4 to 8 percent slopes, eroded",Wymore,2,Moderately well drained,0.0,15.0,3.0,6.0,0.22,35.0,4.0,61.0,1.3,27.8,FIELD_0012
2505137,"Pawnee clay loam, 4 to 8 percent slopes, eroded",Wymore,2,Moderately well drained,15.0,25.0,2.5,6.0,0.19,38.0,3.0,59.0,1.35,29.7,FIELD_0012
1691403,"Wymore silty clay loam, 1 to 3 percent slopes",Pawnee,2,Moderately well drained,18.0,25.0,2.0,5.6,0.18,35.0,23.0,42.0,1.4,27.4,FIELD_0012
1691403,"Wymore silty clay loam, 1 to 3 percent slopes",Pawnee,2,Moderately well drained,25.0,54.0,0.75,6.9,0.12,44.0,23.0,33.0,1.45,32.4,FIELD_0012
2505137,"Pawnee clay loam, 4 to 8 percent slopes, eroded",Wymore,2,Moderately well drained,25.0,35.0,1.2,6.4,0.14,46.0,2.0,52.0,1.4,34.1,FIELD_0012
1691403,"Wymore silty clay loam, 1 to 3 percent slopes",Benfield,1,Well drained,0.0,25.0,4.0,7.0,0.21,34.0,5.0,61.0,1.25,28.3,FIELD_0012
1691404,"Wymore silty clay loam, 3 to 6 percent slopes, eroded",Aquolls,1,Poorly drained,0.0,15.0,3.0,5.8,0.22,30.0,4.0,66.0,1.28,24.4,FIELD_0012
1691406,"Otoe silty clay, 6 to 11 percent slopes, eroded",Colo,1,Poorly drained,0.0,18.0,3.0,6.5,0.22,29.0,3.0,68.0,1.37,24.2,FIELD_0012
2505137,"Pawnee clay loam, 4 to 8 percent slopes, eroded",Typic epiaquoll,1,Poorly drained,0.0,15.0,3.0,5.8,0.22,30.0,4.0,66.0,1.28,24.4,FIELD_0012
1691404,"Wymore silty clay loam, 3 to 6 percent slopes, eroded",Aquolls,1,Poorly drained,15.0,35.0,2.5,5.9,0.22,33.0,4.0,63.0,1.28,26.3,FIELD_0012
2505137,"Pawnee clay loam, 4 to 8 percent slopes, eroded",Typic epiaquoll,1,Poorly drained,15.0,35.0,2.5,5.9,0.2,33.0,4.0,63.0,1.28,26.3,FIELD_0012
1691406,"Otoe silty clay, 6 to 11 percent slopes, eroded",Colo,1,Poorly drained,18.0,41.0,2.9,6.5,0.22,28.0,3.0,69.0,1.33,23.4,FIELD_0012
1691403,"Wymore silty clay loam, 1 to 3 percent slopes",Benfield,1,Well drained,25.0,48.0,1.5,7.7,0.14,49.0,4.0,47.0,1.35,37.8,FIELD_0012
2533293,"Winfield silt loam, 5 to 10 percent slopes, eroded",Winfield,100,Moderately well drained,0.0,15.0,2.5,5.6,0.2,14.3,3.0,82.7,1.38,12.7,FIELD_0013
2533293,"Winfield silt loam, 5 to 10 percent slopes, eroded",Winfield,100,Moderately well drained,15.0,25.0,0.8,5.6,0.19,17.7,3.0,79.3,1.43,14.7,FIELD_0013
2533293,"Winfield silt loam, 5 to 10 percent slopes, eroded",Winfield,100,Moderately well drained,25.0,102.0,0.4,5.5,0.19,28.6,5.0,66.4,1.44,,FIELD_0013
888061,"Minden silt loam, 1 to 5 percent slopes",Minden,96,Somewhat poorly drained,0.0,51.0,2.0,6.7,0.22,24.0,21.2,54.8,1.28,33.0,FIELD_0013
2521082,"Higginsville silt loam, 9 to 14 percent slopes, eroded",Higginsville,96,Somewhat poorly drained,0.0,25.0,2.7,7.1,0.23,20.8,4.7,74.5,1.4,16.5,FIELD_0013
2521082,"Higginsville silt loam, 9 to 14 percent slopes, eroded",Higginsville,96,Somewhat poorly drained,25.0,221.0,1.4,5.9,0.19,28.6,5.0,66.4,1.35,20.0,FIELD_0013
888076,"Bendena silty clay loam, 5 to 14 percent slopes",Bendena,95,Somewhat excessively drained,0.0,13.0,3.0,7.7,0.22,29.7,9.0,61.3,1.4,22.5,FIELD_0013
2521076,"Higginsville silt loam, 5 to 9 percent slopes, eroded",Higginsville,95,Somewhat poorly drained,0.0,30.0,2.6,6.5,0.23,24.8,4.3,70.9,1.32,18.9,FIELD_0013
888076,"Bendena silty clay loam, 5 to 14 percent slopes",Bendena,95,Somewhat excessively drained,13.0,152.0,,,,,,,,,FIELD_0013
2532979,"Winfield silt loam, 9 to 14 percent slopes, eroded",Winfield,90,Moderately well drained,0.0,15.0,2.5,5.6,0.2,14.3,6.8,78.9,1.4,12.7,FIELD_0013
2532979,"Winfield silt loam, 9 to 14 percent slopes, eroded",Winfield,90,Moderately well drained,15.0,25.0,0.8,5.6,0.19,17.7,7.2,75.1,1.4,14.7,FIELD_0013
2532979,"Winfield silt loam, 9 to 14 percent slopes, eroded",Winfield,90,Moderately well drained,25.0,102.0,0.4,5.5,0.19,28.6,6.9,64.5,1.4,22.1,FIELD_0013
2532979,"Winfield silt loam, 9 to 14 percent slopes, eroded",Goss,10,Well drained,0.0,8.0,4.0,5.8,0.16,10.0,19.0,71.0,1.2,5.5,FIELD_0013
2532979,"Winfield silt loam, 9 to 14 percent slopes, eroded",Goss,10,Well drained,8.0,46.0,0.96,5.8,0.11,10.0,16.0,74.0,1.4,5.4,FIELD_0013
888076,"Bendena silty clay loam, 5 to 14 percent slopes",Rock outcrop,5,,0.0,200.0,0.0,,0.0,0.0,,,,,FIELD_0013
2521076,"Higginsville silt loam, 5 to 9 percent slopes, eroded",Sibley,3,Well drained,0.0,23.0,2.8,6.6,0.23,23.5,6.8,69.7,1.3,16.7,FIELD_0013
2521076,"Higginsville silt loam, 5 to 9 percent slopes, eroded",Sibley,3,Well drained,23.0,132.0,1.2,6.5,0.19,33.7,4.1,62.2,1.45,22.6,FIELD_0013
888061,"Minden silt loam, 1 to 5 percent slopes",Higginsville,2,Somewhat poorly drained,0.0,30.0,2.6,6.5,0.23,25.0,4.0,71.0,1.4,20.7,FIELD_0013
888061,"Minden silt loam, 1 to 5 percent slopes",Macksburg,2,Somewhat poorly drained,0.0,15.0,5.0,5.9,0.22,32.0,2.0,66.0,1.32,26.2,FIELD_0013
2521076,"Higginsville silt loam, 5 to 9 percent slopes, eroded",Sampsel,2,Poorly drained,0.0,25.0,2.9,5.9,0.22,28.0,17.0,55.0,1.36,22.9,FIELD_0013
2521082,"Higginsville silt loam, 9 to 14 percent slopes, eroded",Sampsel,2,Poorly drained,0.0,20.0,4.8,5.9,0.23,31.6,3.9,64.5,1.4,29.4,FIELD_0013
2521082,"Higginsville silt loam, 9 to 14 percent slopes, eroded",Sibley,2,Well drained,0.0,23.0,2.8,6.6,0.23,23.5,6.8,69.7,1.3,16.7,FIELD_0013
888061,"Minden silt loam, 1 to 5 percent slopes",Macksburg,2,Somewhat poorly drained,15.0,61.0,4.0,5.7,0.22,35.0,2.0,63.0,1.29,28.1,FIELD_0013
2521082,"Higginsville silt loam, 9 to 14 percent slopes, eroded",Sampsel,2,Poorly drained,20.0,152.0,0.86,7.1,0.12,39.2,3.2,57.6,1.5,27.7,FIELD_0013
2521082,"Higginsville silt loam, 9 to 14 percent slopes, eroded",Sibley,2,Well drained,23.0,132.0,1.2,6.5,0.19,33.7,4.1,62.2,1.45,22.6,FIELD_0013
2521076,"Higginsville silt loam, 5 to 9 percent slopes, eroded",Sampsel,2,Poorly drained,25.0,35.0,1.0,5.9,0.12,35.0,15.0,50.0,1.4,26.8,FIELD_0013
2533046,"Bevier silty clay loam, 3 to 8 percent slopes, moderately eroded",Bevier,95,Somewhat poorly drained,0.0,15.0,3.0,6.2,0.22,30.0,6.0,64.0,1.04,24.4,FIELD_0014
2533235,"Purdin clay loam, 20 to 35 percent slopes, eroded",Purdin,95,Moderately well drained,0.0,15.0,3.4,5.9,0.18,28.6,42.3,29.1,1.23,20.2,FIELD_0014
2533046,"Bevier silty clay loam, 3 to 8 percent slopes, moderately eroded",Bevier,95,Somewhat poorly drained,15.0,56.0,1.0,5.2,0.12,42.0,2.0,56.0,1.38,,FIELD_0014
2533235,"Purdin clay loam, 20 to 35 percent slopes, eroded",Purdin,95,Moderately well drained,15.0,69.0,0.7,7.2,0.16,35.6,30.9,33.5,1.4,22.4,FIELD_0014
2528591,"Armstrong clay loam, 9 to 14 percent slopes, severely eroded",Armstrong,90,Somewhat poorly drained,0.0,10.0,1.5,6.5,0.16,31.0,35.0,34.0,1.42,24.5,FIELD_0014
2531024,"Armstrong loam, 9 to 14 percent slopes, eroded",Armstrong,90,Somewhat poorly drained,0.0,20.0,2.0,6.8,0.2,24.0,34.0,42.0,1.42,19.8,FIELD_0014
2532619,"Winnegan loam, 20 to 35 percent slopes",Winnegan,90,Moderately well drained,0.0,5.0,6.0,5.9,0.19,22.2,35.2,42.6,1.3,35.0,FIELD_0014
2533240,"Purdin loam, 14 to 20 percent slopes, eroded",Purdin,90,Moderately well drained,0.0,13.0,3.6,7.1,0.21,19.5,49.7,30.8,1.25,20.0,FIELD_0014
2533611,"Wilbur silt loam, 0 to 2 percent slopes, frequently flooded",Wilbur,90,Moderately well drained,0.0,18.0,2.0,6.5,0.22,14.0,10.0,76.0,1.43,12.4,FIELD_0014
2607683,"Zook silty clay loam, 1 to 5 percent slopes, frequently flooded",Zook,90,Poorly drained,0.0,10.0,4.3,5.7,0.22,32.4,15.5,52.1,1.21,28.4,FIELD_0014
2532619,"Winnegan loam, 20 to 35 percent slopes",Winnegan,90,Moderately well drained,5.0,18.0,1.5,5.5,0.17,13.4,39.2,47.4,1.45,13.0,FIELD_0014
